player_id,inclusion_rate,mean_lineup_projection_when_included,leverage_to_baseline
wr_atl_calvin_ridley,0.4117647058823529,191.80283370250353,0.34838442419221205
wr_atl_julio_jones,0.058823529411764705,201.6809055806116,-0.004556752278376139
wr_atl_russell_gage,0.058823529411764705,183.45355475020398,-0.004556752278376139
wr_bal_marquise_brown,0.0,0.0,-0.06338028169014084
wr_car_curtis_samuel,0.11764705882352941,198.15480300675324,0.054266777133388566
wr_car_dj_moore,0.0,0.0,-0.06338028169014084
wr_car_robby_anderson,0.11764705882352941,198.82109121787974,0.054266777133388566
wr_chi_allen_robinson_ii,0.058823529411764705,187.65187184291034,-0.004556752278376139
wr_chi_anthony_miller,0.0,0.0,-0.06338028169014084
wr_chi_darnell_mooney,0.0,0.0,-0.06338028169014084
wr_cin_alex_erickson,0.0,0.0,-0.06338028169014084
wr_cin_auden_tate,0.0,0.0,-0.06338028169014084
wr_cin_john_ross_iii,0.0,0.0,-0.06338028169014084
wr_cin_tee_higgins,0.11764705882352941,196.09017816678886,0.054266777133388566
wr_cin_tyler_boyd,0.058823529411764705,182.7370544478036,-0.004556752278376139
wr_cle_jarvis_landry,0.11764705882352941,197.41755937438484,0.054266777133388566
wr_cle_odell_beckham_jr,0.058823529411764705,184.45943051496886,-0.004556752278376139
wr_cle_rashard_higgins,0.0,0.0,-0.06338028169014084
wr_den_jerry_jeudy,0.0,0.0,-0.06338028169014084
wr_den_tim_patrick,0.058823529411764705,187.8530470869631,-0.004556752278376139
wr_det_kenny_golladay,0.23529411764705882,186.97322137282416,0.17191383595691798
wr_det_marvin_jones_jr,0.058823529411764705,183.45355475020398,-0.004556752278376139
wr_gb_allen_lazard,0.058823529411764705,192.08800246235103,-0.004556752278376139
wr_gb_davante_adams,0.0,0.0,-0.06338028169014084
wr_hou_brandin_cooks,0.11764705882352941,193.43784566700717,0.054266777133388566
wr_hou_will_fuller_v,0.35294117647058826,189.40780424589036,0.28956089478044744
wr_ind_t_y_hilton,0.17647058823529413,187.6909897904917,0.11309030654515329
wr_ind_zach_pascal,0.0,0.0,-0.06338028169014084
wr_jax_chris_conley,0.0,0.0,-0.06338028169014084
wr_jax_dj_chark_jr,0.0,0.0,-0.06338028169014084
wr_jax_keelan_cole,0.058823529411764705,181.37233965862416,-0.004556752278376139
wr_jax_laviska_shenault_jr,0.058823529411764705,198.61953818870825,-0.004556752278376139
wr_mia_devante_parker,0.058823529411764705,194.0487578699406,-0.004556752278376139
wr_mia_isaiah_ford,0.058823529411764705,184.45943051496886,-0.004556752278376139
wr_mia_preston_williams,0.0,0.0,-0.06338028169014084
wr_min_adam_thielen,0.0,0.0,-0.06338028169014084
wr_min_justin_jefferson,0.058823529411764705,198.61953818870825,-0.004556752278376139
wr_ne_damiere_byrd,0.0,0.0,-0.06338028169014084
wr_ne_julian_edelman,0.11764705882352941,184.06397559046292,0.054266777133388566
wr_ne_n_keal_harry,0.17647058823529413,192.01923989439217,0.11309030654515329
wr_nyg_darius_slayton,0.0,0.0,-0.06338028169014084
