lineup_key,frequency,frequency_rate,mean_projection
dst_was_was_football_team|qb_jax_gardner_minshew_ii|rb_car_mike_davis|rb_min_alexander_mattison|te_pit_eric_ebron|wr_atl_calvin_ridley|wr_car_curtis_samuel|wr_ne_n_keal_harry|wr_pit_chase_claypool,1,0.058823529411764705,195.03530540960625
dst_ind_colts|qb_jax_gardner_minshew_ii|rb_phi_miles_sanders|rb_tb_leonard_fournette|te_atl_hayden_hurst|wr_atl_calvin_ridley|wr_det_kenny_golladay|wr_ne_n_keal_harry|wr_phi_alshon_jeffery,1,0.058823529411764705,188.93441181121923
dst_mia_dolphins|qb_tb_tom_brady|rb_atl_todd_gurley_ii|rb_car_mike_davis|te_pit_eric_ebron|wr_atl_calvin_ridley|wr_gb_allen_lazard|wr_ne_n_keal_harry|wr_ten_a_j_brown,1,0.058823529411764705,192.08800246235103
dst_nyg_giants|qb_bal_lamar_jackson|rb_jax_james_robinson|rb_was_j_d_mckissic|te_mia_mike_gesicki|wr_car_robby_anderson|wr_cin_tee_higgins|wr_jax_laviska_shenault_jr|wr_min_justin_jefferson,1,0.058823529411764705,198.61953818870825
dst_bal_ravens|qb_jax_gardner_minshew_ii|rb_chi_david_montgomery|rb_min_alexander_mattison|te_pit_eric_ebron|wr_car_curtis_samuel|wr_cle_jarvis_landry|wr_hou_will_fuller_v|wr_ten_a_j_brown,1,0.058823529411764705,201.2743006039002
